material_id,formula,band_gap,poly_total,poly_electronic,ionic_polarization_fraction,density,volume,cluster
mp-30993,LaIO,3.29,12.76,4.47,0.6496865203761755,5.5316,169.192669533,2
mp-27419,LiBiF6,2.54,6.46,2.44,0.6222910216718266,4.7966,114.21073671,2
mp-557519,CaCrF6,1.69,6.06,2.36,0.6105610561056106,2.6813,127.616276931,2
mp-7940,KNbSe2,0.6900000000000001,13.3,11.63,0.125563909774436,5.1353,187.513189273,0
mp-37906,LiMgN,2.27,10.71,5.12,0.5219421101774042,2.3877,31.4712760554,2
mp-8001,LiAlO2,6.12,12.78,3.09,0.7582159624413145,3.2951,33.2199244427,2
mp-8393,Tl3SbS3,1.59,21.36,8.71,0.5922284644194757,6.5087,212.029603771,0
mp-10182,LiZnP,1.34,16.32,10.07,0.3829656862745098,3.5943,47.7213399033,0
mp-11917,Mg(BeN)2,4.07,12.12,4.71,0.6113861386138615,3.0255,38.6080816524,2
mp-5175,NaInO2,1.91,11.07,3.94,0.6440831074977417,5.443,51.8042969552,0
mp-6920,KNO3,2.96,4.9,2.15,0.5612244897959183,2.0551,81.6907056244,2
mp-35311,ZnCrF6,1.55,7.89,2.96,0.6248415716096324,3.6465,105.35723006,2
mp-557373,Cu2WS4,1.55,6.35,6.02,0.0519685039370078,4.6136,158.066776032,0
mp-25005,MnSnO3,0.88,13.04,4.61,0.6464723926380368,5.8438,125.962716353,0
mp-28473,CClF3,6.61,2.22,1.88,0.1531531531531531,1.9182,180.848240017,2
mp-12908,ScAgSe2,0.68,28.61,12.29,0.5704299196085285,5.8244,88.5995389719,0
mp-28302,K4CdP2,0.8200000000000001,8.6,4.94,0.4255813953488372,2.123,258.701091275,1
mp-866132,Na2TlSb,0.38,172.52,36.37,0.7891838627405519,5.5873,110.59291225,3
mp-559161,CrCdF6,1.66,7.01,2.77,0.6048502139800286,3.9403,117.320882552,2
mp-570172,HgIBr,2.35,10.78,3.69,0.6576994434137291,5.1004,265.269309745,1
mp-13903,ZnSnF6,3.71,6.3,2.33,0.6301587301587303,4.2805,115.632603021,2
mp-37153,AgAsF6,1.6800000000000002,4.29,2.29,0.4662004662004662,3.264,150.983219749,2
mp-865101,NaLi2Bi,0.33,25.37,16.51,0.3492313756405202,4.7378,86.16815787690001,0
mp-22937,Na4I2O,2.21,8.27,3.46,0.5816203143893591,3.3637,178.590072444,2
mp-3772,Cd(GaSe2)2,1.35,11.06,7.44,0.3273056057866184,4.9692,189.718519321,0
mp-10748,TaCu3S4,1.92,6.38,6.07,0.0485893416927899,4.8988,169.427157825,0
mp-27418,KAuO2,1.07,9.43,4.31,0.542948038176034,6.5079,68.3992278832,0
mp-9657,LiAsO3,3.39,11.35,3.62,0.681057268722467,4.3003,100.288349423,2
mp-760375,Li3VS4,1.88,4.15,3.16,0.2385542168674698,1.5723,211.22125698,1
mp-32403,Ni(HO)2,3.13,6.06,3.3,0.4554455445544554,3.8648,39.8323760732,2
mp-4608,KPF6,7.02,5.95,1.86,0.6873949579831933,2.7012,113.148591937,2
mp-13983,ZnPdF6,1.59,7.17,4.08,0.4309623430962342,4.5519,104.256598228,0
mp-20282,CsPbF3,3.34,19.98,2.87,0.8563563563563563,5.6809,232.146778386,2
mp-7921,MgPdF6,1.83,5.5600000000000005,3.08,0.4460431654676258,3.94,103.135037648,0
mp-11739,KLaTe2,1.7000000000000002,13.36,6.12,0.5419161676646707,4.5295,158.815464381,0
mp-5513,Tl3VS4,1.95,23.39,7.38,0.6844805472424114,5.821,226.021875283,0
mp-28553,Ca2IN,2.35,15.48,5.67,0.6337209302325582,3.9672,185.059989221,2
mp-10401,Tl2SnF6,4.29,41.75,2.84,0.9319760479041916,6.4804,164.367806089,2
mp-5038,CsGaS2,3.05,10.2,3.62,0.6450980392156863,3.3432,264.985678359,1
mp-31149,Ca3BiN,0.37,34.28,15.9,0.5361726954492415,4.7863,119.075809281,0
mp-2964,NaNO2,2.42,5.27,2.21,0.5806451612903226,2.05,55.8878024349,2
mp-29521,RbBiO2,2.2,12.09,3.84,0.6823821339950372,5.9593,181.926787805,0
mp-23818,BaLiH3,2.21,15.23,4.98,0.6730137885751806,3.7684,64.904612951,2
mp-4266,KAsF6,4.95,6.62,1.95,0.7054380664652568,3.0767,123.05818390000002,2
mp-3654,RbCaF3,6.4,15.28,2.12,0.8612565445026178,3.2886,92.1700424191,2
mp-24964,SrFeO2,0.4,5.14,5.14,0.0,5.0105,58.1500700741,0
mp-7438,KZnSb,0.45,30.09,24.78,0.1764705882352941,3.8549,194.906918266,0
mp-27294,Ca3AsBr3,1.67,11.42,5.01,0.5612959719789843,3.4008,212.33680962,1
mp-30315,Ca3BN3,0.5700000000000001,18.06,5.39,0.7015503875968992,2.7586,104.174976479,2
mp-12317,SrCN2,3.21,8.1,3.15,0.6111111111111112,3.0115,70.38401701640001,2
mp-7639,Na2CuP,0.66,19.18,10.57,0.448905109489051,2.9475,158.307962917,0
mp-28243,RbLiCl2,5.15,12.25,2.52,0.7942857142857144,2.4396,222.317158241,2
mp-4482,NaSbO3,2.7,8.06,3.3,0.5905707196029776,4.7065,136.009912749,2
mp-23038,CsVBr3,0.65,9.64,3.48,0.6390041493775933,4.133,340.35763896,1
mp-8623,K2Te2Pt,0.79,12.08,7.09,0.4130794701986755,5.2056,168.57911100299998,0
mp-27839,K2TiCl6,2.08,12.73,3.21,0.7478397486252946,2.2326,251.964637628,1
mp-9144,LiAsF6,5.14,5.96,2.01,0.662751677852349,3.1957,101.765351391,2
mp-557257,KVF3,2.07,8.59,2.26,0.7369033760186263,3.2365,75.4392421678,2
mp-28075,K2Ti2O5,3.23,11.38,3.55,0.68804920913884,2.8954,145.626514668,2
mp-29151,Li5NCl2,1.94,11.54,3.65,0.6837088388214905,1.7831,111.383469972,2
mp-7067,Ca(CdAs)2,0.22,52.52,39.5,0.2479055597867479,5.529,124.561649428,0
mp-8714,Rb2MnS2,1.11,9.06,4.0,0.5584988962472406,3.1503,305.713449296,1
mp-8861,Rb2MgF4,6.23,6.46,2.11,0.673374613003096,3.7681,119.527262208,2
mp-760417,Rb4I2O,0.85,8.7,2.94,0.6620689655172414,3.4196,297.020976124,1
mp-24292,Sr2H6Ru,2.23,11.02,4.28,0.6116152450090745,4.2165,111.198042638,2
mp-10226,NaYS2,2.28,14.12,5.15,0.6352691218130312,3.1704,92.1904672419,2
mp-552729,KIO3,2.5700000000000003,11.11,3.59,0.6768676867686768,3.8199,93.0260659574,2
mp-16764,RbYTe2,1.36,13.34,6.42,0.5187406296851574,4.6875,304.35078255,1
mp-8621,K2PtSe2,0.93,10.71,6.05,0.4351073762838468,5.0937,140.575607305,0
mp-9565,Ca(MgSb)2,0.79,17.54,10.65,0.3928164196123147,3.8123,144.701063515,0
mp-27882,Cs2GeCl6,2.21,7.16,2.73,0.6187150837988826,3.0962,295.593680785,1
mp-27315,CaTiF6,4.61,6.38,2.13,0.6661442006269592,2.3198,144.548637928,2
mp-7569,KAsF6,4.9,6.54,1.95,0.7018348623853211,3.0632,123.600595313,2
mp-20727,Sb2PbO6,1.93,17.16,4.45,0.7406759906759908,6.6198,137.140241939,0
mp-11020,GaAgO2,0.58,11.44,6.13,0.4641608391608391,6.9295,100.450656444,0
mp-11824,Ca3PN,0.8,50.66,8.74,0.8274772996446902,2.5998,105.524213835,2
mp-23021,K2ReBr6,0.97,15.25,3.59,0.7645901639344262,4.0488,305.071198753,1
mp-13907,CdSnF6,3.85,5.75,2.26,0.6069565217391305,4.3634,131.33352914600002,2
mp-8279,Ba(CdP)2,0.68,24.56,13.08,0.4674267100977199,5.3509,131.61039277,0
mp-9567,Ba(MgSb)2,0.85,17.37,10.66,0.3862982153137593,4.3075,165.556782139,0
mp-22628,CsNO3,3.07,17.31,2.68,0.8451761987290585,3.4712,186.48538974,2
mp-23046,SrIF,4.31,7.73,3.36,0.5653298835705045,4.5093,171.983336276,2
mp-6980,ScCuS2,0.87,20.71,10.55,0.490584258812168,3.9112,73.2891367846,0
mp-560023,NiSnF6,4.09,5.22,2.34,0.5517241379310345,4.3824,110.411667735,2
mp-9570,Ca(CdP)2,0.8200000000000001,24.41,12.08,0.5051208521097911,4.7455,114.368586279,0
mp-9881,KAuSe,1.82,12.59,4.68,0.6282764098490866,5.3637,195.066458912,0
mp-8399,CsCdF3,3.29,10.11,2.59,0.7438180019782393,5.2839,95.006081547,2
mp-510281,FeCuO2,0.81,14.28,8.22,0.4243697478991596,5.3536,46.9570443648,0
mp-29484,K4HgAs2,0.7000000000000001,8.91,5.38,0.3961840628507295,3.052,275.752469286,1
mp-30925,La(NO2)3,2.2,8.57,3.15,0.632438739789965,3.3445,137.491761837,2
mp-34467,Zn(GaS2)2,1.89,9.5,6.04,0.3642105263157895,3.7051,149.273738952,0
mp-5967,TiCoSb,1.05,31.72,20.48,0.3543505674653215,7.4161,51.1768230712,0
mp-11520,YNiSb,0.3,21.77,18.75,0.138723013321084,6.9429,64.4224554231,0
mp-19308,Li2NiO2,3.71,9.84,3.78,0.6158536585365854,4.0298,86.17978620379999,2
mp-558111,Rb2MnF6,3.3,5.91,2.16,0.6345177664974619,3.4198,165.02600910299998,2
mp-9143,LiPF6,7.54,6.05,1.88,0.6892561983471075,2.6949,93.5981018372,2
mp-28405,S(ClO)2,3.65,3.46,2.18,0.3699421965317919,1.7243,259.940524457,1
mp-23072,BiBrO,2.27,46.77,5.9,0.8738507590335685,7.2943,138.812966256,0
mp-34127,K2NaAs,0.15,15.21,9.94,0.346482577251808,2.1901,267.05613319400004,1
mp-9158,LiCuO2,0.38,17.01,8.22,0.5167548500881833,4.3554,39.0734117375,0
mp-3589,BPO4,7.26,4.91,2.59,0.4725050916496944,2.6535,66.1970001005,2
mp-4547,La2TeO2,2.03,22.08,6.5,0.7056159420289856,6.4368,112.843749189,0
mp-27850,TiNCl,0.56,59.43,8.57,0.8557967356553929,2.9608,109.167894072,2
mp-38117,Ba(GaTe2)2,0.53,13.48,8.72,0.3531157270029673,5.142,254.206639635,0
mp-10492,Rb2SiF6,6.99,5.57,1.88,0.6624775583482944,3.2554,159.662108583,2
mp-36582,NaHS,3.15,8.73,3.3,0.6219931271477662,1.7699,52.5936141464,2
mp-7929,Rb2PtS2,1.25,9.64,5.29,0.4512448132780082,5.2338,136.470599627,0
mp-19340,LiVO2,1.79,16.34,4.8,0.7062423500611995,3.9255,38.0201517138,2
mp-9687,K2PAu,0.95,16.02,6.64,0.585518102372035,4.3592,233.235439658,1
mp-12814,Ba3SbN,0.71,41.81,11.03,0.7361875149485769,5.2895,343.916002602,1
mp-3277,BAsO4,4.26,5.8,3.06,0.4724137931034483,3.4378,72.3230155813,2
mp-30055,Rb3BrO,0.41,23.09,3.46,0.8501515807708965,3.3699,173.60243625,2
mp-4809,Ga2HgS4,1.57,12.24,6.65,0.4566993464052287,4.6853,165.964355413,0
mp-14206,K3Ag3As2,1.25,14.59,7.9,0.4585332419465387,4.242,231.250527124,1
mp-9845,RbCaAs,1.3,13.45,5.94,0.558364312267658,3.0998,214.776125194,1
mp-14791,Ge2Te5As2,0.41,79.7,64.62,0.1892095357590966,6.0816,254.777593365,0
mp-9437,NbFeSb,0.51,45.23,24.82,0.4512491709042671,8.4487,53.1671022082,0
mp-24517,Rb2CaH4,3.3,10.11,2.96,0.7072205736894165,2.3628,151.13152052200002,2
mp-540570,MgVO3,2.69,6.49,3.31,0.4899845916795069,2.8159,145.35508566299998,2
mp-19156,BaMnO3,1.92,15.51,5.15,0.6679561573178594,5.5087,144.85175010700002,0
mp-8547,PdPtF6,0.77,8.18,6.34,0.2249388753056234,6.1405,112.357788101,0
mp-4226,LiCrS2,0.65,17.6,10.24,0.4181818181818181,3.2063,63.7299457353,0
mp-14116,CuRhO2,0.96,13.71,12.16,0.1130561633843909,6.7661,48.7048289846,0
mp-23859,CaHCl,3.84,10.95,3.77,0.6557077625570776,2.4901,102.078233972,2
mp-10161,KZnSb,0.35,29.0,24.12,0.1682758620689655,3.8163,98.4395710757,0
mp-5342,GaAgS2,0.96,10.49,7.2,0.3136320305052431,4.5178,177.685382695,0
mp-9775,NaSrAs,0.81,19.25,9.02,0.5314285714285715,3.7124,248.961681097,1
mp-19833,InAgS2,0.38,13.08,9.33,0.286697247706422,4.703,202.532792999,0
mp-31235,BaNaBi,0.24,24.3,15.27,0.3716049382716049,5.3793,341.996623256,1
mp-23862,BaHI,2.8200000000000003,10.65,4.44,0.5830985915492958,4.9163,179.17406466900002,2
mp-10223,Na2PdS2,0.95,12.58,6.77,0.4618441971383147,3.4926,205.88892883,1
mp-20930,InCuO2,0.24,8.98,5.52,0.3853006681514476,6.1414,56.8794995985,0
mp-10166,NaAlSe2,2.15,14.66,5.58,0.6193724420190996,3.6436,189.510580193,2
mp-4586,LiAlTe2,2.44,8.38,6.14,0.2673031026252983,3.9059,245.831002389,1
mp-27421,RbBiF6,2.62,6.62,2.18,0.6706948640483384,4.4628,151.9710861,2
mp-8405,Li3LaSb2,0.2,31.22,16.21,0.4807815502882767,4.8045,139.372900594,0
mp-2918,YCuO2,2.65,11.73,4.88,0.5839727195225916,4.8657,125.897161466,2
mp-557397,K2MnF6,3.27,6.62,2.18,0.6706948640483384,2.8006,146.521753257,2
mp-8147,K2As2Pd,0.65,13.1,8.58,0.3450381679389313,3.79,293.075816445,1
mp-30459,ScNiBi,0.18,26.98,22.95,0.1493699036323202,8.4815,61.2077909007,0
mp-864954,MgMoN2,0.74,16.04,11.79,0.2649625935162095,6.2467,78.82775314220001,0
mp-14088,Rb2PdF6,2.26,6.0,2.25,0.625,3.8362,169.399006685,2
mp-690794,Sr2HN,1.81,21.47,5.6,0.7391709361900326,3.9282,80.4253941195,2
mp-7128,Cd(AsO3)2,1.93,11.72,4.21,0.6407849829351535,5.6726,104.870656905,0
mp-13948,Cs2HfF6,7.23,9.4,2.22,0.7638297872340425,4.9565,187.042907765,2
mp-23060,Cs2PtI6,0.65,9.61,4.8,0.5005202913631633,5.0198,404.333074826,1
mp-766862,Li2VF6,1.93,10.95,2.6,0.7625570776255708,3.1025,95.7033353806,2
mp-9778,K2AgP,1.23,11.84,6.72,0.4324324324324324,3.0927,233.068563652,1
mp-690785,Na2H6Pt,3.61,7.51,3.23,0.5699067909454062,4.0967,100.16103787,2
mp-8192,Rb2PtF6,2.64,6.99,2.36,0.6623748211731044,5.012,159.031109836,2
mp-14092,AlAgTe2,1.05,10.95,8.83,0.1936073059360731,5.1373,252.155065381,0
mp-3038,Al2HgSe4,1.43,12.09,7.19,0.4052936311000827,5.0149,188.88545369,0
mp-578614,NaCrO2,2.91,9.28,4.29,0.5377155172413793,4.1159,43.162275118100005,2
mp-22965,BiTeI,1.27,23.74,9.96,0.5804549283909014,6.151,125.123188833,0
mp-7176,RbLaSe2,2.32,13.09,5.12,0.6088617265087853,4.5667,139.017819828,2
mp-27176,NaMnCl3,2.28,8.55,3.07,0.6409356725146199,2.5463,240.345505594,1
mp-9361,RbLaS2,2.68,13.28,4.61,0.6528614457831325,3.8477,124.507538301,2
mp-5588,BaSiF6,7.42,8.78,2.19,0.7505694760820046,4.2084,110.246828654,2
mp-30058,TlSbO3,2.43,9.31,4.01,0.5692803437164339,6.3314,196.251591676,0
mp-23860,SrHCl,4.04,9.76,3.51,0.6403688524590164,3.4364,119.914287722,2
mp-605034,K2NiF6,2.36,5.5600000000000005,2.3,0.5863309352517985,2.9787,139.856762476,2
mp-568032,Cd(InSe2)2,0.87,11.76,7.67,0.3477891156462585,5.1415,212.493120878,0
mp-696944,LaHBr2,3.6,7.08,3.99,0.4364406779661017,4.5238,220.041363275,2
mp-16238,Li2AgSb,0.14,232.6,212.61,0.0859415305245055,5.473,73.8823059248,3
mp-4405,Rb3AuO,0.21,22.44,6.41,0.714349376114082,4.3968,177.269065066,0
mp-3486,KSnSb,0.26,15.55,12.47,0.1980707395498392,4.0771,227.725015206,0
